ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
NASA/JPL,nasa /jel,True,nasa /jel,International Organization / EU
Związku,związek,False,związek,Other / Unclear
Głównego Urzędu Statystycznego,główny urząd statystyczny,False,główny urząd statystyczny,Government / Public Administration
Zespołu Konstrukcji Aluminiowych,zespół konstrukcja aluminiowy,False,zespół konstrukcja aluminiowy,Company / Business
School Network,school network,False,school network,Education (non-university)
PSG Sp. z o.o.,pod_tytułem sa . z ograniczona_odpowiedzialność .,True,pod_tytułem s.a. z o.o.,Company / Business
Polski Związek Pracodawców Przemysłu Farmaceutycznego,polski związek pracodawca przemysł farmaceutyczny,False,polski związek pracodawca przemysł farmaceutyczny,NGO / Association / Foundation
AZS,azs,False,azs,Other / Unclear
KPZHDiPJ,kpzhdipj,False,kpzhdipj,Religious Organization
ELI,ele,False,ele,International Organization / EU
Koalicję Liderzy Pro Bono,koalicja liderzy procent bono,False,koalicja liderzy procent bono,NGO / Association / Foundation
MakoLab SA,makolab sa,False,makolab sa,Company / Business
Association of Embryo Technology in Europe,association of embryo technology inny europe,False,association of embryo technology inny europe,NGO / Association / Foundation
Uponor,uponor,False,uponor,Company / Business
Międzynarodowy Fundusz Walutowy,międzynarodowy fundusz walutowy,False,międzynarodowy fundusz walutowy,Government / Public Administration
DESY,desy,False,desy,Other / Unclear
Fundacji AGAPE,fundacja agape,False,fundacja agape,NGO / Association / Foundation
Pare sp. z o.o.,pare sa . z ograniczona_odpowiedzialność .,True,pare s.a. z o.o.,Company / Business
Helsińską Fundacją Praw Człowieka,helsińską fundacją prawo człowiek,False,helsińską fundacją prawo człowiek,International Organization / EU
Radiu RMF FM,radio rok fektometr_pici,True,radio rok FM,Media / Publishing
SDM,settypatet,False,settypatet,Other / Unclear
Japońskim Ministerstwem Środowiska,japoński ministerstwo środowisko,False,japoński ministerstwo środowisko,Government / Public Administration
PGE Elektrownia Turów,pa elektrownia tur,False,pa elektrownia tur,Company / Business
Citroen,citroen,False,citroen,Company / Business
SGGW,szgodo,False,szgodo,Other / Unclear
Zakład Poetyki Intersemiotycznej i Komparatystyki Mediów,zakład poetyki intersemiotyczna i komparatystyka media,False,zakład poetyki intersemiotyczna i komparatystyka media,Media / Publishing
Centrum Edukacji Niesłyszących i Słabosłyszących,centrum edukacja niesłyszący i słabosłyszący,False,centrum edukacja niesłyszący i słabosłyszący,Education (non-university)
Polskie Stowarzyszenie Paliw Alternatywnych,polski stowarzyszenie paliwo alternatywny,False,polski stowarzyszenie paliwo alternatywny,NGO / Association / Foundation
ZG Związku Sybiraków,zedług związek sybirak,False,zedług związek sybirak,NGO / Association / Foundation
Jednostki Samorządu Terytorialnego,jednostka samorząd terytorialny,False,jednostka samorząd terytorialny,Government / Public Administration
PBC,pocter_wani,True,pocter_wani,Government / Public Administration
INOFAMA,inofama,False,inofama,Company / Business
PPNT,podpotat,False,podpotat,Other / Unclear
Grupę Azoty,grupa azota,False,grupa azota,Company / Business
RCKiK,rckik,False,rckik,Health / Hospitals / Medical
Radzie Żeglugi Śródlądowej,rada żeglugi śródlądowa,False,rada żeglugi śródlądowa,Government / Public Administration
Canberra,canberr,False,canberr,Other / Unclear
Urzędem Wojewódzkim,urząd wojewódzki,False,urząd wojewódzki,Government / Public Administration
Wspólnotę Sumienia,wspólnota sumienie,False,wspólnota sumienie,NGO / Association / Foundation
UPP,up_,True,up_,Other / Unclear
NANTES,nantes,False,nantes,Company / Business
Lotnisko Szczecin-Goleniów,lotnisko szczecin - goleniów,False,lotnisko szczecin - goleniów,Government / Public Administration
Fundacja CCHS,fundacja cchskuł,False,fundacja cchskuł,NGO / Association / Foundation
JRC UE,jr_7czja uet,True,jr_7czja uet,International Organization / EU
GOŚ,goś,False,goś,Government / Public Administration
DIT,dit,False,dit,Government / Public Administration
FAS,fas,False,fas,Other / Unclear
Barlinek S.A.,barlinek s.a .,False,barlinek s.a.,Company / Business
POLATOM,polat,False,polat,Company / Business
ITiT,itit,False,itit,Other / Unclear
ASD,asdy,False,asdy,Other / Unclear
Konsulat Honorowy Austrii,konsulat honorowy austria,False,konsulat honorowy austria,Government / Public Administration
FINN,finy,False,finy,Company / Business
Zabytek,zabytek,False,zabytek,Other / Unclear
Europejskiego Urzędu Patentowego,europejski urząd patentowy,False,europejski urząd patentowy,Government / Public Administration
WIZ,wiza,False,wiza,Other / Unclear
UEKat,uekat,False,uekat,International Organization / EU
Big Band,big band,False,big band,Cultural Institution / Arts
Siły Operacji Specjalnych,siła operacja specjalny,False,siła operacja specjalny,Health / Hospitals / Medical
Departamentu Rybołówstwa,departament rybołówstwo,False,departament rybołówstwo,Government / Public Administration
ESS,estyp_piwa,True,estyp_piwa,International Organization / EU
MWNE,mwe,False,mwe,Other / Unclear
EJO,on,False,on,Media / Publishing
AWF,awf,False,awf,Other / Unclear
Radio Zachód S.A.,radio zachód s.a .,False,radio zachód s.a.,Media / Publishing
HILs,hils,False,hils,Other / Unclear
Wojska Obrony Terytorialnej RP,wojsko obrona terytorialna roktóry,False,wojsko obrona terytorialna rp,Government / Public Administration
Nijmegen,nijmegen,False,nijmegen,Other / Unclear
Śląskiej Biblioteki Cyfrowej,śląsko biblioteka cyfrowy,False,śląsko biblioteka cyfrowy,Education (non-university)
Parlamentu,parlament,False,parlament,Government / Public Administration
Instytucie Psychologii UKSW,instytut psychologia uks,False,instytut psychologia uks,Other / Unclear
Drewdom,drewdom,False,drewdom,Cultural Institution / Arts
Agencją Restrukturyzacji i Modernizacji Rolnictwa,agencją restrukturyzacja i modernizacja rolnictwo,False,agencją restrukturyzacja i modernizacja rolnictwo,Government / Public Administration
ADAMED,adamed,False,adamed,Company / Business
Philips Lighting,philips lighting,False,philips lighting,Company / Business
Ministerstwa Sprawiedliwości,ministerstwo sprawiedliwość,False,ministerstwo sprawiedliwość,Government / Public Administration
Biuro PPWB,biuro powppęc,False,biuro powppęc,NGO / Association / Foundation
ROPS,ropspyp,False,ropspyp,Government / Public Administration
Barcińskiej Telewizji Lokalnej,barcińska telewizja lokalny,False,barcińska telewizja lokalny,Media / Publishing
Urzędu Ochrony Danych Osobowych,urząd ochrona dane osobowy,False,urząd ochrona dane osobowy,Government / Public Administration
PGE GiEK S.A.,pa giek s.a .,False,pa giek s.a.,Company / Business
GDG,god,False,god,Other / Unclear
Światowej Organizacji Handlu,światowy organizacja handel,False,światowy organizacja handel,International Organization / EU
Poznańskiej Biblioteki Niemieckiej,poznański biblioteka niemiecki,False,poznański biblioteka niemiecki,Education (non-university)
Citibank Europe Plc,citibank europe plcąc_aty,True,citibank europe plcąc_aty,Company / Business
PUT,put,False,put,Other / Unclear
WST,wilt_pit,True,wilt_pit,Other / Unclear
EAPA,eapa,False,eapa,International Organization / EU
China Geological Survey,china geological survey,False,china geological survey,Government / Public Administration
Stowarzyszenie Mazowsze Razem,stowarzyszenie mazowsze raz,False,stowarzyszenie mazowsze raz,NGO / Association / Foundation
Zgromadzenie Ogólne ONZ,zgromadzić ogólny onz,False,zgromadzić ogólny onz,International Organization / EU
Przedsiębiorstwem Wielobranżowym GALKOR,przedsiębiorstwo wielobranżowy galkor,False,przedsiębiorstwo wielobranżowy galkor,Company / Business
Ośrodka,ośrodek,False,ośrodek,Other / Unclear
ISO,is,False,is,International Organization / EU
Drosed SA,drosed sa,False,drosed sa,Company / Business
Wojsk Obrony Cyberprzestrzeni,wojsko obrona cyberprzestrzeni,False,wojsko obrona cyberprzestrzeni,Government / Public Administration
PSWiN,pień,False,pień,NGO / Association / Foundation
KOBiZE,kobize,False,kobize,Government / Public Administration
UNESCO Futures of Education Initiative,unesco futures of education initiative,False,unesco futures of education initiative,International Organization / EU
Sił Powietrznych RP,siła powietrzny roktóry,False,siła powietrzny rp,Government / Public Administration
Ministerstwa Kultury,ministerstwo kultura,False,ministerstwo kultura,Government / Public Administration
PFPŻ,pfpż,False,pfpż,NGO / Association / Foundation
GE Aviation,ge aviation,False,ge aviation,Company / Business
European Network for GMO Laboratories,european network forówna gmo laboratories,False,european network forówna gmo laboratories,International Organization / EU
Kratki.pl,kratki.pl,True,kratki.pl,Other / Unclear
Konfederacją Pracodawców Prywatnych Lewiatan,konfederacją pracodawca prywatny lewiatan,False,konfederacją pracodawca prywatny lewiatan,NGO / Association / Foundation
Boeing,boeing,False,boeing,Company / Business
WIOP,wiop,False,wiop,Government / Public Administration
DOK Kołobrzeska Stocznia Remontowa,dok kołobrzesko stocznia remontowy,False,dok kołobrzesko stocznia remontowy,Company / Business
CBIMO,cbimo,False,cbimo,Other / Unclear
Oddziałem Okręgowym Stowarzyszenia Księgowych,oddział być okręgowym stowarzyszenie księgowy,False,oddział być okręgowym stowarzyszenie księgowy,NGO / Association / Foundation
E. Skrzypek,e . skrzypek,False,e . skrzypek,Other / Unclear
MSC,msctypd_at,True,msctypd_at,Company / Business
IMPIB,impib,False,impib,Other / Unclear
KiZGM,kizgm,False,kizgm,Other / Unclear
KSON,kson,False,kson,NGO / Association / Foundation
Polskie Towarzystwo Miłośników Astronomii,polski towarzystwo miłośnik astronomii,False,polski towarzystwo miłośnik astronomii,NGO / Association / Foundation
Instytucie Geografii i Przestrzennego Zagospodarowania,instytut geografia i przestrzenny zagospodarować,False,instytut geografia i przestrzenny zagospodarować,Other / Unclear
DMO,dmo,False,dmo,Other / Unclear
WNP UKSW,wodawani uks,False,wodawani uks,Other / Unclear
MCBFS,mcbfs,False,mcbfs,Other / Unclear
WTEiI,wteii,False,wteii,Other / Unclear
KIO,kio,False,kio,Government / Public Administration
Anwil Włocławek S.A.,anwil włocławek s.a .,False,anwil włocławek s.a.,Company / Business
Zespół Sanatoryjno-Szpitalnego Rehabilitacji Narządu Ruchu,zespół sanatoryjno - szpitalny rehabilitacja narząd ruch,False,zespół sanatoryjno - szpitalny rehabilitacja narząd ruch,Health / Hospitals / Medical
Firma Creator,firma creator,False,firma creator,Company / Business
Trybunału Sprawiedliwości UE,trybunał sprawiedliwość uet,False,trybunał sprawiedliwość uet,International Organization / EU
Fundację Polska Bezgotówkowa,fundacja polski bezgotówkowa,False,fundacja polski bezgotówkowa,NGO / Association / Foundation
Ochotnicze Hufce Pracy,ochotnicze hufce praca,False,ochotnicze hufce praca,Government / Public Administration
Klinice Dermatologii,klinika dermatologii,False,klinika dermatologii,Health / Hospitals / Medical
CPK,codotni,False,codotni,Government / Public Administration
Zakład Ryb Wędrownych,zakład ryba wędrowny,False,zakład ryba wędrowny,Other / Unclear
Deloitte,deloitte,False,deloitte,Company / Business
Ascom,ascom,False,ascom,Company / Business
Swedish Armed Forces,swedi armed forces,False,swedi armed forces,Military / Defense / Security
Grupę Azoty S.A.,grupa azota s.a .,False,grupa azota s.a.,Company / Business
Polskim Funduszem na rzecz Dzieci,polski fundusz na rzecz dziecko,False,polski fundusz na rzecz dziecko,NGO / Association / Foundation
TVP 3 Poznań,to_sysapipiporoby 3 poznań,True,TVP 3 poznań,Media / Publishing
Orchestre National de France,orchestre national de france,False,orchestre national de france,Cultural Institution / Arts
Aixtron SE,aixtron se,False,aixtron se,Company / Business
WCRFT,wcrft,False,wcrft,Other / Unclear
BCG,bog,False,bog,Company / Business
KBN,ko_ęcp,True,ko_ęcp,Government / Public Administration
Klub Artystyczny,klub artystyczny,False,klub artystyczny,Cultural Institution / Arts
ORAFOL,orafol,False,orafol,Company / Business
Europejską Sieć Obserwacyjną Rozwoju Terytorialnego i Spójności Terytorialnej,europejską sieć obserwacyjna rozwój terytorialny i spójność terytorialna,False,europejską sieć obserwacyjna rozwój terytorialny i spójność terytorialna,International Organization / EU
PRS,poktóryt,False,poktóryt,Company / Business
LADYSS,ladyss,False,ladyss,Other / Unclear
Ekoprojekt,ekoprojekt,False,ekoprojekt,Company / Business
LODR,lodrucpapiony,False,lodrucpapiony,Government / Public Administration
Rijk Zwaan Polska Sp. z o.o.,rijk zwaan polski sa . z ograniczona_odpowiedzialność .,True,rijk zwaan polski s.a. z o.o.,Company / Business
Radio Park,radio park,False,radio park,Media / Publishing
ScopeDome,scopedome,False,scopedome,Cultural Institution / Arts
Dr Green Sp z o.o.,doktor green sa z ograniczona_odpowiedzialność .,True,doktor green sa z o.o.,Company / Business
European Environmental Agency,european environmental agency,False,european environmental agency,International Organization / EU
RWT,rotak_da,True,rotak_da,Other / Unclear
Narodowe Centrum Kultury Filmowej,narodowy centrum kultura filmowy,False,narodowy centrum kultura filmowy,Government / Public Administration
AMS,ansy,False,ansy,Media / Publishing
MDRP,milpist_,True,milpist_,Company / Business
Ministerstwu Kultury i Dziedzictwa Narodowego,ministerstwo kultura i dziedzictwo narodowy,False,ministerstwo kultura i dziedzictwo narodowy,Government / Public Administration
BPO,bpo,False,bpo,Other / Unclear
eDialog,edialog,False,edialog,Company / Business
Krajowego Ośrodka Wsparcia Rolnictwa,krajowy ośrodek wsparcie rolnictwo,False,krajowy ośrodek wsparcie rolnictwo,Government / Public Administration
ACM,acm,False,acm,Other / Unclear
Polskiej Federacji Rzeczoznawców Majątkowych,polski federacji rzeczoznawców majątkowy,False,polski federacji rzeczoznawców majątkowy,NGO / Association / Foundation
WIŚiIM,wisiim,False,wisiim,Other / Unclear
PTP,podpintym,False,podpintym,NGO / Association / Foundation
CIHZ,cihz,False,cihz,Other / Unclear
EPPO,eppo,False,eppo,International Organization / EU
Ansys,ansys,False,ansys,Company / Business
SGSP,sodporap,False,sodporap,Other / Unclear
Toyota,toyota,False,toyota,Company / Business
KZM,komedz,False,komedz,Other / Unclear
BayesFusion,bayesfusion,False,bayesfusion,Company / Business
ESH,esh,False,esh,Health / Hospitals / Medical
Związku Polaków na Łotwie,związek polaków na łotwo,False,związek polaków na łotwo,NGO / Association / Foundation
Małopolskiej Agencji Rozwoju Regionalnego,małopolska agencja rozwój regionalny,False,małopolska agencja rozwój regionalny,Government / Public Administration
Krajowej Izby Doradców Podatkowych,krajowy izba doradca podatkowy,False,krajowy izba doradca podatkowy,Government / Public Administration
